,nome,ativo,classes,documento,classe_pred
162,don-5mg,cloridrato de donepezila,"Comprimido Revestido, Retenção - só pode ser vendido com retenção de receita, Prescrição Médica","Don (cloridrato de donepezila) é indicado para o tratamento sintomático da demência de Alzheimer de intensidade leve, moderadamente grave e grave. O diagnóstico da demência de Alzheimer deve ser realizado de acordo com os critérios científicos aceitos, como DSM IV, ICD10.",0
161,nimesulida-comprimido,Informação não disponível,"Comprimido, Anti-inflamatórios, Venda sob prescrição médica, Genéricos","PARA QUE ESTE MEDICAMENTO É INDICADO?  Este medicamento é destinado ao tratamento de uma variedade de condições que requeiram atividade anti-inflamatória (contra a inflamação), analgésica (contra a dor) e antipirética (contra a febre).",0
153,tamisa-20,(gestodeno + etinilestradiol),"Drágea, Anticoncepcionais, Venda sob prescrição médica, Prescrição Médica",Tâmisa 20® (gestodeno + etinilestradiol) é indicado para contracepção oral.,0
160,cetoconazol-dipropionato-de-betametasona-sulfato-de-neomicina,cetoconazol + dipropionato de betametasona,,Este medicamento é destinado ao tratamento de micoses (doenças inflamatórias da pele) que foram afetadas ou possam ser afetadas por fungos ou leveduras.,0
166,pondera-xr,Cloridrato de paroxetina,"Comprimido Revestido de Liberação Prolongada, Antidepressivos, Retenção - só pode ser vendido com retenção de receita, Prescrição Médica","Adultos – Transtorno depressivo maior: Pondera XR (cloridrato de paroxetina) é indicado para o tratamento dos sintomas do transtorno depressivo maior. – Transtorno do pânico: Pondera XR (cloridrato de paroxetina) mostrou-se eficaz no tratamento do transtorno do pânico com e sem agorafobia. – Transtorno disfórico pré-menstrual: Pondera XR (cloridrato de paroxetina) é indicado para o tratamento do transtorno disfórico pré-menstrual (PMDD). – Transtorno de ansiedade social (fobia social): Pondera XR (cloridrato de paroxetina) demonstrou ser eficaz no tratamento do transtorno de ansiedade social, ou fobia social. A eficácia dos comprimidos de cloridrato de paroxetina de liberação modificada no tratamento de longa duração do transtorno de ansiedade social (fobia social) não foi avaliada. Portanto, se cloridrato de paroxetina tiver de ser administrado por períodos prolongados para tratamento desse transtorno, o médico deve reavaliar periodicamente a utilidade a longo prazo deste medicamento para cada paciente. Crianças e adolescentes (menores de 18 anos) Não é recomendado o uso de cloridrato de paroxetina de liberação modificada, em qualquer de suas indicações, em crianças e adolescentes menores de 18 anos (ver o item 5. ADVERTÊNCIAS E PRECAUÇÕES). A eficácia dos comprimidos de cloridrato de paroxetina de liberação modificada não foi estudada em indivíduos dessa faixa etária. Estudos clínicos controlados do uso de paroxetina em comprimidos de liberação imediata em crianças e adolescentes com transtorno depressivo maior não demonstraram eficácia e não apoiam o uso de paroxetina no tratamento de crianças com depressão (ver o item 5. ADVERTÊNCIAS E PRECAUÇÕES). A segurança e a eficácia da paroxetina em crianças com menos que 7 anos de idade não foram avaliadas.",0
137,zolpidem-hemitartarato-de-5mg-sublingual,hemitartarato de zolpidem,"Comprimido, Hipnóticos, Retenção - só pode ser vendido com retenção de receita, Genéricos","PARA QUE ESTE MEDICAMENTO É INDICADO?  O hemitartarato de zolpidem é indicado para o tratamento da insônia que pode ser ocasional, transitória ou crônica.",0
136,desogestrel-etinilestradiol-20mg,desogestrel + etinilestradiol,"Comprimido, Anticoncepcionais, Venda sob prescrição médica, Genéricos","PARA QUE ESTE MEDICAMENTO É INDICADO? Desogestrel + etinilestradiol é um anticoncepcional, ou seja, é usado para impedir que você fique grávida. Quando usado corretamente (sem esquecimento), a possibilidade de engravidar é muito baixa.  INFORMAÇÕES À PACIENTE Recomenda-se a leitura cuidadosa desta bula antes de iniciar o tratamento com esse medicamento • Guarde esta bula. Você pode precisar ler as informações novamente em outra ocasião. • Se você tiver alguma dúvida, peça auxílio ao seu médico ou farmacêutico. • Esse medicamento foi receitado para você e não deve ser fornecido a outras pessoas, pois, pode ser prejudicial a elas, mesmo que os sintomas que elas apresentem sejam iguais aos seus. • Se algum dos efeitos colaterais tornar-se grave ou se você apresentar algum efeito colateral que não esteja mencionado nesta bula, informe ao seu médico ou farmacêutico.",0
188,cetoprofeno-comprimido,cetoprofeno,"Comprimido, Venda sob prescrição médica, Genéricos","Cetoprofeno é um medicamento anti-inflamatório, analgésico e antitérmico, sendo indicado para o tratamento de inflamações e dores decorrentes dos seguintes casos: - Processos otorrinolaringológicos: sinusites (inflamação da mucosa nasal), otites (inflamação do ouvido), faringites (inflamação da faringe), laringites (inflamação da laringe), amigdalites (inflamação da garganta); - Processos ginecológicos-obstétricos: anexites (processo inflamatório que envolve o trato genital feminino), parametrites (inflamação do paramétrio – pélvico), endometrites (inflamação do endométrio), dismenorreia (dor menstrual); - Processos urológicos: cólica nefrética (dor lombar decorrente de obstrução total ou parcial dos rins e ureteres), orquiepididimites (inflamação do testículo), prostatites (inflamação da próstata); - Processos odontológicos: periodontites (inflamação e perda dos tecidos conjuntivos que envolvem e sustentam os dentes), pulpites (inflamação da polpa dentária), abscessos (acúmulo de pus em tecidos, órgãos ou espaços circunscritos, normalmente associado com sinais de infecção), extrações dentárias; - Processos reumáticos: artrite reumatoide (inflamação crônica das articulações), espondilite anquilosante (inflamação de uma ou mais vértebras), gota (doença reumática caracterizada pelo acúmulo de cristais de ácido úrico junto a articulações e/ou em outros órgãos), condrocalcinose (depósito de sais de cálcio nas articulações), reumatismo psoriático (tipo de artrite associada a alteração da pele), síndrome de Reiter (um tipo de artrite), pseudo-artrite, lúpus eritematoso sistêmico (doença que apresenta manifestações na pele, coração, rins, articulações, entre outras), esclerodermia (doença autoimune que pode ter várias manifestações, entre elas o endurecimento da pele), periarterite nodosa (tipo de inflamação que ocorre nas artérias), osteoartrite (doença articular degenerativa e progressiva), periartrite escápulo-umeral (inflamação de tecidos ao redor da articulação do ombro), bursites (inflamação da bursa, pequena bolsa contendo líquido que envolve as articulações), capsulite adesiva (inflamação caracterizada por perda de movimentos do ombro), sinovites (inflamação da membrana que envolve as articulações), tenossinovites (inflamação da bainha de um tendão), tendinites (inflamação dos tendões), epicondilites (doença resultante de um esforço não usual do braço); - Lesões ortopédicas: contusões e esmagamentos (lesão causada por trauma direto ou pressão), fraturas, entorses (lesão de ligamento e músculo, sem deslocamento ou fratura), luxações (deslocamento de qualquer parte do corpo, normalmente uma articulação, de sua posição normal); - Dores diversas: nevralgia cérvico-braquial (dor associada a lesão de nervos da região do pescoço a axila), cervicalgia (dor na região do pescoço), lombalgia (dor na região lombar), dor ciática (dor causada pela compressão do nervo ciático), pós-operatórios diversos, enxaqueca (dor de cabeça intensa) com ou sem aura (sintomas que precedem à enxaqueca e que variam consideravelmente entre os pacientes afetando principalmente, a visão e a audição).",0
118,oxalato-de-escitalopram-comprimido,"escitalopram, oxalato de","Comprimido Revestido, Antidepressivos, Retenção - só pode ser vendido com retenção de receita, Genéricos","PARA QUE ESTE MEDICAMENTO É INDICADO? O oxalato de escitalopram é indicado para: • Tratamento e prevenção da recaída ou recorrência da depressão; • Tratamento do transtorno do pânico, com ou sem agorafobia; • Tratamento do transtorno de ansiedade generalizada (TAG); • Tratamento do transtorno de ansiedade social (fobia social); • Tratamento do transtorno obsessivo compulsivo (TOC).",0
208,paracetamol-fosfato-de-codeina,paracetamol + fosfato de codeína,"Comprimido, Analgésicos Narcóticos, Retenção - só pode ser vendido com retenção de receita, Genéricos","PARA QUE ESTE MEDICAMENTO É INDICADO? O medicamento paracetamol + fosfato de codeína é indicado para o alívio de dores de grau moderado a intenso, como nas decorrentes de traumatismo (entorses, luxações, contusões, distensões, fraturas), pós-operatório, pós-extração dentária, neuralgia, lombalgia, dores de origem articular e condições similares.",0
206,tadalafila-20mg,Tadalafila,"Comprimido Revestido, Vasodilatadores, Venda sob prescrição médica, Genéricos",PARA QUE ESTE MEDICAMENTO É INDICADO?  Tadalafila é indicado para o tratamento da disfunção erétil.,0
203,pondera-20-mg,cloridrato de paroxetina,"Comprimido Revestido, Antidepressivos, Retenção - só pode ser vendido com retenção de receita, Prescrição Médica",Adultos Transtorno Depressivo Maior O Pondera 20® (cloridrato de paroxetina) é indicado no tratamento depressivo maior (TDM). Resultados de estudos realizados com pacientes sob tratamento de cloridrato de paroxetina por mais de um ano indica que o Pondera 20® (cloridrato de paroxetina) é eficaz na prevenção de recaídas e também na recorrência dos sintomas depressivos. Transtornos de ansiedade - Tratamento dos sintomas e prevenção de recidiva do transtorno obsessivo-compulsivo (TOC). - Tratamento dos sintomas e prevenção de recidiva do transtorno do pânico com ou sem agorafobia. - Tratamento de fobia social/transtorno de ansiedade social. - Tratamento dos sintomas e prevenção de recidiva do transtorno de ansiedade generalizada. - Tratamento do transtorno de estresse pós-traumático. Crianças e adolescentes menores de 18 anos Todas as indicações O Pondera 20® (cloridrato de paroxetina) não é indicado para crianças nem adolescentes menores de 18 anos (ver item 5. ADVERTÊNCIAS E PRECAUÇÕES). Estudos clínicos controlados feitos com crianças e adolescentes que apresentavam transtorno depressivo maior não evidenciaram eficácia e não embasam o uso de cloridrato de paroxetina no tratamento de depressão nessa população (ver item 5. ADVERTÊNCIAS E PRECAUÇÕES). A eficácia e a segurança do uso de cloridrato de paroxetina em crianças menores de 7 anos não foram estudadas.,0
